Account,Day,Campaign,Ad group,Ad group state,Clicks,Impressions,CTR,Avg. CPC,Cost
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Health_LTG000_oo_oo_S_A#3,LONG25_1,enabled,40,1782,2.24%,0.45,18.09
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Health_LTG000_oo_oo_S_A#3,LONG35_1,enabled,1210,17014,7.11%,0.54,647.75
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_4,enabled,106,3188,3.32%,0.44,46.23
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_1,enabled,559,14579,3.83%,0.49,276.66
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_3,enabled,42,973,4.32%,0.45,19.03
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_6,enabled,15,747,2.01%,0.52,7.77
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_7,enabled,2,73,2.74%,0.28,0.55
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_4,enabled,18,493,3.65%,0.57,10.28
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_InternetTelecom_LTG000_oo_oo_S_A#11,LONG35_1,enabled,95,2087,4.55%,0.36,33.75
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_JobsEducation_LTG000_oo_oo_S_A#6,LONG25_1,enabled,64,1414,4.53%,0.35,22.28
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_JobsEducation_LTG000_oo_oo_S_A#6,LONG25_2,enabled,71,1273,5.58%,0.27,19.41
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_RealEstate_LTG000_oo_oo_S_A#11,LONG25_2,enabled,4,186,2.15%,0.24,0.96
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_RealEstate_LTG000_oo_oo_S_A#11,LONG35_3,enabled,2,36,5.56%,0.32,0.63
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG35_2,enabled,53,938,5.65%,0.35,18.34
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG25_1,enabled,36,1335,2.70%,0.52,18.54
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Vehicles_LTG000_oo_oo_S_A#10,LONG35_1,enabled,49,1008,4.86%,0.42,20.78
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Vehicles_LTG000_oo_oo_S_A#10,LONG35_3,enabled,44,1088,4.04%,0.54,23.58
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_4,enabled,1,116,0.86%,0.16,0.16
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_7,enabled,3,181,1.66%,0.21,0.64
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_3,enabled,6,395,1.52%,0.38,2.29
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG25_1,enabled,5,387,1.29%,0.19,0.93
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG25_2,enabled,2,221,0.90%,0.16,0.32
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_3,enabled,34,1613,2.11%,0.36,12.30
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_7,enabled,37,1326,2.79%,0.45,16.60
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG35_2,enabled,81,1983,4.08%,0.44,35.42
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG35_4,enabled,113,2375,4.76%,0.36,40.95
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_ComputersConsumerElectronics_LTG000_oo_oo_S_A#11,LONG25_5,enabled,6,145,4.14%,0.16,0.96
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_ComputersConsumerElectronics_LTG000_oo_oo_S_A#11,LONG35_1,enabled,74,1614,4.58%,0.31,23.10
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_DiningNightlife_LTG000_oo_oo_S_A#11,LONG25_1,enabled,11,705,1.56%,0.20,2.16
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_DiningNightlife_LTG000_oo_oo_S_A#11,LONG35_1,enabled,604,5952,10.15%,0.35,209.81
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_FamilyCommunity_LTG000_oo_oo_S_A#11,LONG25_1,enabled,27,1112,2.43%,0.23,6.23
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_FamilyCommunity_LTG000_oo_oo_S_A#11,LONG35_1,enabled,122,2950,4.14%,0.39,47.85
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_FoodGroceries_LTG000_oo_oo_S_A#11,LONG25_1,enabled,17,921,1.85%,0.23,3.95
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_FoodGroceries_LTG000_oo_oo_S_A#11,LONG25_2,enabled,13,708,1.84%,0.42,5.49
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_1,enabled,36,3135,1.15%,0.58,20.84
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_2,enabled,50,1785,2.80%,0.40,19.90
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_7,enabled,24,1395,1.72%,0.39,9.37
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_2,enabled,352,8361,4.21%,0.40,141.25
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_3,enabled,320,7858,4.07%,0.45,143.25
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_2,enabled,13,509,2.55%,0.52,6.80
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_2,enabled,117,2660,4.40%,0.54,63.63
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_4,enabled,2,73,2.74%,0.43,0.86
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_JobsEducation_LTG000_oo_oo_S_A#6,LONG25_2,enabled,90,1397,6.44%,0.31,28.33
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_LawGovernment_LTG000_oo_oo_S_A#11,LONG25_1,enabled,35,1745,2.01%,0.25,8.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_LawGovernment_LTG000_oo_oo_S_A#11,LONG35_1,enabled,453,8674,5.22%,0.36,165.21
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_RealEstate_LTG000_oo_oo_S_A#11,LONG35_1,enabled,21,636,3.30%,0.42,8.76
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_RealEstate_LTG000_oo_oo_S_A#11,LONG35_3,enabled,20,434,4.61%,0.42,8.50
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_1,enabled,2,109,1.83%,0.16,0.32
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_2,enabled,3,234,1.28%,0.32,0.95
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_1,enabled,13,385,3.38%,0.23,2.94
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG35_1,enabled,23,885,2.60%,0.41,9.49
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG35_2,enabled,3,36,8.33%,0.42,1.26
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_2,enabled,44,1718,2.56%,0.37,16.45
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_5,enabled,19,1281,1.48%,0.49,9.26
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG35_1,enabled,141,3084,4.57%,0.41,58.40
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG35_3,enabled,101,2066,4.89%,0.41,41.08
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_DiningNightlife_LTG000_oo_oo_S_A#11,LONG25_1,enabled,15,853,1.76%,0.27,3.98
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_FamilyCommunity_LTG000_oo_oo_S_A#11,LONG35_1,enabled,221,5496,4.02%,0.41,90.75
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_FoodGroceries_LTG000_oo_oo_S_A#11,LONG25_1,enabled,9,579,1.55%,0.31,2.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_FoodGroceries_LTG000_oo_oo_S_A#11,LONG25_2,enabled,13,505,2.57%,0.26,3.43
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_FoodGroceries_LTG000_oo_oo_S_A#11,LONG35_1,enabled,104,2375,4.38%,0.40,41.75
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Health_LTG000_oo_oo_S_A#3,LONG25_2,enabled,66,2713,2.43%,0.41,26.98
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Health_LTG000_oo_oo_S_A#3,LONG25_3,enabled,53,2069,2.56%,0.44,23.55
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Health_LTG000_oo_oo_S_A#3,LONG35_1,enabled,992,15840,6.26%,0.54,537.41
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_1,enabled,42,2078,2.02%,0.49,20.50
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_5,enabled,38,1402,2.71%,0.54,20.50
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_6,enabled,53,2430,2.18%,0.48,25.27
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_7,enabled,9,1652,0.54%,0.37,3.30
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_3,enabled,596,3111,19.16%,0.26,155.53
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_5,enabled,42,989,4.25%,0.48,20.26
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_3,enabled,193,3423,5.64%,0.55,105.21
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_4,enabled,10,291,3.44%,0.65,6.53
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_InternetTelecom_LTG000_oo_oo_S_A#11,LONG25_1,enabled,16,527,3.04%,0.23,3.66
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_JobsEducation_LTG000_oo_oo_S_A#6,LONG25_2,enabled,65,1617,4.02%,0.32,20.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_LawGovernment_LTG000_oo_oo_S_A#11,LONG35_1,enabled,617,10910,5.66%,0.35,214.22
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_OccasionsGifts_LTG000_oo_oo_S_A#11,LONG25_1,enabled,14,484,2.89%,0.27,3.77
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_OccasionsGifts_LTG000_oo_oo_S_A#11,LONG35_1,enabled,81,1475,5.49%,0.32,25.76
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_RetailersGeneralMerchandise_LTG000_oo_oo_S_A#8,LONG25_1,enabled,76,1987,3.82%,0.27,20.68
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG25_1,enabled,7,485,1.44%,0.28,1.98
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG35_1,enabled,499,4948,10.08%,0.31,154.02
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG35_2,enabled,26,611,4.26%,0.33,8.70
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG25_2,enabled,30,1320,2.27%,0.33,9.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG25_4,enabled,9,328,2.74%,0.63,5.67
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_Vehicles_LTG000_oo_oo_S_A#10,LONG25_6,enabled,1,42,2.38%,0.70,0.70
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_05_P_Vehicles_LTG000_oo_oo_S_A#10,LONG35_2,enabled,76,1957,3.88%,0.43,32.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_RealEstate_LTG000_oo_oo_S_A#11,LONG25_1,enabled,11,587,1.87%,0.28,3.07
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_RetailersGeneralMerchandise_LTG000_oo_oo_S_A#8,LONG25_1,enabled,24,835,2.87%,0.28,6.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG25_1,enabled,14,546,2.56%,0.28,3.92
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG25_2,enabled,8,477,1.68%,0.28,2.21
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG25_3,enabled,8,798,1.00%,0.26,2.10
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG25_2,enabled,17,1169,1.45%,0.45,7.71
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG35_3,enabled,39,1171,3.33%,0.53,20.52
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_06_P_Vehicles_LTG000_oo_oo_S_A#10,LONG25_3,enabled,22,993,2.22%,0.31,6.90
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_OccasionsGifts_LTG000_oo_oo_S_A#11,LONG25_1,enabled,20,757,2.64%,0.38,7.63
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_RealEstate_LTG000_oo_oo_S_A#11,LONG25_2,enabled,11,252,4.37%,0.32,3.50
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_RealEstate_LTG000_oo_oo_S_A#11,LONG35_1,enabled,18,561,3.21%,0.40,7.25
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_RealEstate_LTG000_oo_oo_S_A#11,LONG35_3,enabled,1,67,1.49%,0.58,0.58
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_RetailersGeneralMerchandise_LTG000_oo_oo_S_A#8,LONG25_1,enabled,24,801,3.00%,0.27,6.43
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_SportsFitness_LTG000_oo_oo_S_A#11,LONG25_4,enabled,7,377,1.86%,0.37,2.57
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG25_2,enabled,100,2628,3.81%,0.40,40.01
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_TravelTourism_LTG000_oo_oo_S_A#9,LONG35_3,enabled,2,197,1.02%,0.74,1.49
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_Vehicles_LTG000_oo_oo_S_A#10,LONG25_4,enabled,47,1794,2.62%,0.42,19.90
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_Vehicles_LTG000_oo_oo_S_A#10,LONG35_2,enabled,65,2068,3.14%,0.41,26.38
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_1,enabled,6,182,3.30%,0.45,2.68
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_2,enabled,7,286,2.45%,0.31,2.14
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_3,enabled,7,263,2.66%,0.35,2.44
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG35_1,enabled,30,816,3.68%,0.44,13.05
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG35_2,enabled,61,1915,3.19%,0.42,25.36
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_DiningNightlife_LTG000_oo_oo_S_A#11,LONG35_1,enabled,143,1871,7.64%,0.35,49.42
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_FamilyCommunity_LTG000_oo_oo_S_A#11,LONG35_1,enabled,129,3144,4.10%,0.38,48.92
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_2,enabled,456,7611,5.99%,0.43,195.53
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_3,enabled,214,7177,2.98%,0.63,135.55
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG35_1,enabled,30,871,3.44%,0.55,16.62
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_03_P_InternetTelecom_LTG000_oo_oo_S_A#11,LONG35_1,enabled,23,586,3.92%,0.38,8.77
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_1,enabled,1,103,0.97%,0.16,0.16
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_5,enabled,6,182,3.30%,0.25,1.51
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_7,enabled,1,130,0.77%,0.73,0.73
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Apparel_LTG000_oo_oo_S_A#11,LONG25_8,enabled,0,106,0.00%,0.00,0.00
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Apparel_LTG000_oo_oo_S_A#11,LONG35_4,enabled,3,74,4.05%,0.44,1.32
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG25_1,enabled,11,478,2.30%,0.25,2.79
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BeautyPersonalCare_LTG000_oo_oo_S_A#11,LONG35_2,enabled,1,75,1.33%,0.39,0.39
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_1,enabled,29,1608,1.80%,0.45,12.96
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_2,enabled,34,1672,2.03%,0.43,14.47
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_5,enabled,27,1539,1.75%,0.49,13.36
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_7,enabled,48,1651,2.91%,0.41,19.80
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_BusinessIndustrial_LTG000_oo_oo_S_A#1,LONG25_10,enabled,19,558,3.41%,0.37,7.10
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_ComputersConsumerElectronics_LTG000_oo_oo_S_A#11,LONG25_1,enabled,7,505,1.39%,0.23,1.59
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_ComputersConsumerElectronics_LTG000_oo_oo_S_A#11,LONG25_2,enabled,26,645,4.03%,0.25,6.47
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_ComputersConsumerElectronics_LTG000_oo_oo_S_A#11,LONG35_1,enabled,44,1105,3.98%,0.31,13.54
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_FamilyCommunity_LTG000_oo_oo_S_A#11,LONG35_1,enabled,227,4833,4.70%,0.39,89.38
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Finance_LTG000_oo_oo_S_A#2,LONG35_1,enabled,425,4711,9.02%,0.42,176.80
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Health_LTG000_oo_oo_S_A#3,LONG25_2,enabled,99,2887,3.43%,0.39,38.86
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Health_LTG000_oo_oo_S_A#3,LONG25_3,enabled,65,2271,2.86%,0.43,28.16
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_Health_LTG000_oo_oo_S_A#3,LONG35_3,enabled,154,3016,5.11%,0.55,85.09
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_3,enabled,41,2213,1.85%,0.40,16.30
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_5,enabled,43,2031,2.12%,0.41,17.60
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG25_7,enabled,28,1932,1.45%,0.46,12.78
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HobbiesLeisure_LTG000_oo_oo_S_A#4,LONG35_3,enabled,892,17652,5.05%,0.46,413.11
USA_HKD_006_P_A_SC_ENZ_SEA_000,2016-08-12,USA_EN_04_P_HomeGarden_LTG000_oo_oo_S_A#5,LONG25_4,enabled,16,612,2.61%,0.45,7.22
